,Capital,BE Liabs,SII Liabs
0,0.0,0.0,0.0
1,79637285.9168292,0.0,0.0
2,164064886.62864828,0.0,0.0
3,249031167.23672795,0.0,0.0
4,336713834.9858852,0.0,0.0
5,426167026.89658785,0.0,0.0
6,519129013.0042583,0.0,0.0
7,611827428.8883877,0.0,0.0
8,705581408.8521799,0.0,0.0
9,800911172.2671858,0.0,0.0
10,896360137.4032139,0.0,0.0
11,994110460.6449757,0.0,0.0
12,1088807768.0058782,0.0,0.0
13,1185232671.3652108,0.0,0.0
14,1280927886.277734,0.0,0.0
15,1372076088.5775661,0.0,0.0
16,1462430881.5058417,0.0,0.0
17,1546574041.842533,0.0,0.0
18,1629811239.4575853,0.0,0.0
19,1707420979.7019165,0.0,0.0
20,1779696668.9019954,0.0,0.0
21,1851121288.0687346,0.0,0.0
22,1916886266.9473248,0.0,0.0
23,1978340931.3607652,0.0,0.0
24,2033238791.5459769,0.0,0.0
25,2082484832.5299873,0.0,0.0
26,2127754775.043885,0.0,0.0
27,2165989172.457716,0.0,0.0
28,2194314486.2996197,0.0,0.0
29,2224770542.8741007,0.0,0.0
30,2251402629.278655,0.0,0.0
31,2267519059.7527323,0.0,0.0
32,2289363736.7130136,0.0,0.0
33,2306879848.092781,0.0,0.0
34,2320446770.41348,0.0,0.0
35,2329378480.310675,0.0,0.0
36,2334977520.170799,0.0,0.0
37,2338533087.701444,0.0,0.0
38,2335734137.2597513,0.0,0.0
39,2340649440.4203515,0.0,0.0
40,2342419180.802398,0.0,0.0
41,,,
42,,,
43,,,
44,,,
45,,,
