,Capital,BE Liabs,SII Liabs
0,1.4493102207779885e-05,0.0,0.0
1,41276.318415887145,0.0,0.0
2,84721.2805313138,0.0,0.0
3,132470.51041003264,0.0,0.0
4,184105.5968907289,0.0,0.0
5,240108.2148864583,0.0,0.0
6,300244.77843379136,0.0,0.0
7,364205.97744425316,0.0,0.0
8,433441.9841857039,0.0,0.0
9,505784.55839485506,0.0,0.0
10,582974.8068988619,0.0,0.0
11,664287.3736446946,0.0,0.0
12,749139.9590438708,0.0,0.0
13,833819.3676919357,0.0,0.0
14,921623.9859823242,0.0,0.0
15,1011152.906503672,0.0,0.0
16,1102396.885941802,0.0,0.0
17,1190775.8052138695,0.0,0.0
18,1283630.7292278747,0.0,0.0
19,1379499.1692794608,0.0,0.0
20,1482234.049749861,0.0,0.0
21,1585976.2412909174,0.0,0.0
22,1693008.9426095812,0.0,0.0
23,1805281.4584456703,0.0,0.0
24,1894847.0659855222,0.0,0.0
25,1979114.189334948,0.0,0.0
26,2063808.4428457154,0.0,0.0
27,2145398.8987128544,0.0,0.0
28,2227786.747277163,0.0,0.0
29,2315457.7914348766,0.0,0.0
30,2405439.106291048,0.0,0.0
31,2498940.5638374286,0.0,0.0
32,2597198.1317561045,0.0,0.0
33,2699335.0007524835,0.0,0.0
34,2805504.8128205007,0.0,0.0
35,2915867.309732377,0.0,0.0
36,3030588.575652699,0.0,0.0
37,3149841.289415766,0.0,0.0
38,3273804.9868514626,0.0,0.0
39,3402666.3335603606,0.0,0.0
40,3536619.408554659,0.0,0.0
