,Capital,BE Liabs,SII Liabs
0,0.0,0.0,0.0
1,807616.7436468126,0.0,0.0
2,1758466.9804175547,0.0,0.0
3,2587404.5438317624,0.0,0.0
4,3322569.3822205807,0.0,0.0
5,4300144.6511090975,0.0,0.0
6,5272416.1805203585,0.0,0.0
7,6237825.3297680095,0.0,0.0
8,7231556.058010081,0.0,0.0
9,8035146.004931483,0.0,0.0
10,9088111.429163523,0.0,0.0
11,9905585.546884032,0.0,0.0
12,10817631.920675416,0.0,0.0
13,11569937.832887087,0.0,0.0
14,12451670.150034111,0.0,0.0
15,13632098.052774731,0.0,0.0
16,14471151.931374181,0.0,0.0
17,15228128.738659145,0.0,0.0
18,16256731.47139847,0.0,0.0
19,17101695.463426284,0.0,0.0
20,17971531.250868272,0.0,0.0
21,18822207.3382548,0.0,0.0
22,19554821.588229593,0.0,0.0
23,19978816.88912314,0.0,0.0
24,20523794.30419484,0.0,0.0
25,20796057.868418906,0.0,0.0
26,20814721.569728587,0.0,0.0
27,21259839.580600236,0.0,0.0
28,21111440.284593575,0.0,0.0
29,21608794.100722246,0.0,0.0
30,22439716.079060126,0.0,0.0
31,22680615.830059346,0.0,0.0
32,23083922.079580437,0.0,0.0
33,22823814.305700183,0.0,0.0
34,23271550.037649088,0.0,0.0
35,23360117.18974384,0.0,0.0
36,22799771.62861577,0.0,0.0
37,22599508.410625614,0.0,0.0
38,22805752.545464996,0.0,0.0
39,22664798.18179044,0.0,0.0
40,22572055.172289856,0.0,0.0
41,,,
42,,,
43,,,
44,,,
45,,,
