,Capital,BE Liabs,SII Liabs
0,0.0,0.0,0.0
1,116263078.44754395,0.0,0.0
2,234122081.79409248,0.0,0.0
3,354834372.0596179,0.0,0.0
4,475469132.72825086,0.0,0.0
5,599652266.8470436,0.0,0.0
6,723304804.9864991,0.0,0.0
7,848318066.8592339,0.0,0.0
8,971645958.0204928,0.0,0.0
9,1094675913.0745697,0.0,0.0
10,1216235295.2352757,0.0,0.0
11,1338413553.1782012,0.0,0.0
12,1457653535.6007922,0.0,0.0
13,1575886989.9178848,0.0,0.0
14,1692581706.8949006,0.0,0.0
15,1804337647.54109,0.0,0.0
16,1911797222.980952,0.0,0.0
17,2018904619.443352,0.0,0.0
18,2117612543.8887923,0.0,0.0
19,2215746482.7156444,0.0,0.0
20,2296954803.286885,0.0,0.0
21,2379479943.3822966,0.0,0.0
22,2460943585.842087,0.0,0.0
23,2530921935.843223,0.0,0.0
24,2592188454.888581,0.0,0.0
25,2646086028.293492,0.0,0.0
26,2694626070.9497423,0.0,0.0
27,2741171915.0766263,0.0,0.0
28,2780197330.1978793,0.0,0.0
29,2809384446.841877,0.0,0.0
30,2838817954.9475965,0.0,0.0
31,2863249611.5469303,0.0,0.0
32,2882041479.7690587,0.0,0.0
33,2898728922.5327406,0.0,0.0
34,2907159895.1166725,0.0,0.0
35,2917953104.9112444,0.0,0.0
36,2926656632.701275,0.0,0.0
37,2929477728.624954,0.0,0.0
38,2931412011.150883,0.0,0.0
39,2932020600.2811704,0.0,0.0
40,2933764111.09519,0.0,0.0
