,Capital,BE Liabs,SII Liabs
0,0.0,0.0,0.0
1,794321.424165488,0.0,0.0
2,1656648.4485251661,0.0,0.0
3,2416628.272064757,0.0,0.0
4,3196933.684718478,0.0,0.0
5,4152401.701374667,0.0,0.0
6,5154736.314389649,0.0,0.0
7,6027268.37499461,0.0,0.0
8,7013101.333851141,0.0,0.0
9,7779571.5844230605,0.0,0.0
10,8816999.194027955,0.0,0.0
11,9961923.600562008,0.0,0.0
12,11047183.53951351,0.0,0.0
13,12007702.912731713,0.0,0.0
14,13048946.415934503,0.0,0.0
15,13622915.110002074,0.0,0.0
16,13965976.598527392,0.0,0.0
17,14680270.47328133,0.0,0.0
18,15739850.51235648,0.0,0.0
19,16778512.481254514,0.0,0.0
20,17550393.565445192,0.0,0.0
21,18243931.772241253,0.0,0.0
22,19128697.987113673,0.0,0.0
23,19779638.395258907,0.0,0.0
24,20049249.15614303,0.0,0.0
25,20455805.25990798,0.0,0.0
26,21125948.635064024,0.0,0.0
27,21614398.745254587,0.0,0.0
28,22387361.10912886,0.0,0.0
29,22627386.44034951,0.0,0.0
30,23257373.528341327,0.0,0.0
31,23589796.92683953,0.0,0.0
32,23814946.30944612,0.0,0.0
33,22846346.2472637,0.0,0.0
34,23351261.03554594,0.0,0.0
35,24204499.097903583,0.0,0.0
36,24274044.063764505,0.0,0.0
37,24369751.18286081,0.0,0.0
38,23925527.06655089,0.0,0.0
39,24155648.642649308,0.0,0.0
40,24604597.116688844,0.0,0.0
41,,,
42,,,
43,,,
44,,,
45,,,
